Delta_AF3,Delta_AF4,Delta_F3,Delta_F7,Delta_F8,Delta_FC5,Delta_O2,Delta_P8,Delta_T8,Alpha_AF3,Alpha_AF4,Alpha_F3,Alpha_F7,Alpha_F8,Alpha_FC5,Alpha_O2,Alpha_P8,Alpha_T8,Beta_AF3,Beta_AF4,Beta_F3,Beta_F7,Beta_F8,Beta_FC5,Beta_O2,Beta_P8,Beta_T8,Gamma_AF3,Gamma_AF4,Gamma_F3,Gamma_F7,Gamma_F8,Gamma_FC5,Gamma_O2,Gamma_P8,Gamma_T8,Suj,Tarea_R0_E1,Tarea_R0_E1
10.268348,8.875078,9.373666,9.34747,8.949863,9.738565,6.383265,8.646973,8.373817,10.327889,9.194066,10.471487,8.44803,10.123447,11.566808,9.990535,11.909968,9.025054,21.482273,22.950807,21.770764,18.74395,22.033191,25.34134,21.386778,23.356653,24.268426,15.173797,14.931304,15.088216,13.502246,15.303627,15.029803,14.772809,17.025647,17.236808,5,1,2
10.262793,8.890547,9.421163,9.337018,9.010215,9.820698,6.380064,8.59245,8.350312,10.298576,9.189019,10.465846,8.442767,10.098867,11.510011,9.987081,11.81996,8.784165,21.533619,22.931812,21.817919,18.812501,22.084948,25.272321,21.434091,23.42849,24.275644,15.170252,16.626249,15.084083,13.496355,15.299172,15.025048,14.767619,17.040217,17.319216,5,1,2
10.255711,8.90686,9.46748,9.320869,9.066963,9.895862,6.375873,8.53951,8.371217,10.272988,9.191577,10.460027,8.454935,10.073718,11.443836,9.981166,11.695646,8.774562,21.585752,22.911431,21.865525,18.885626,22.136902,25.218889,21.482059,23.503698,24.282929,15.16668,15.152404,15.079889,13.490125,15.2946,15.020114,14.762254,17.068077,17.3966,5,1,2
10.247206,8.923761,9.512109,9.298735,9.120221,9.964386,6.372955,8.491977,8.421421,10.251282,9.202432,10.454812,8.480209,10.048274,11.368049,9.973644,11.536798,8.916743,21.638531,22.889861,21.913463,18.963536,22.188878,25.177666,21.530634,23.581129,24.289511,15.163084,14.937975,15.075639,13.483558,15.289909,15.014998,14.75671,17.120509,17.467966,5,1,2
10.238059,8.940986,9.554723,9.270911,9.170142,10.02713,6.372324,8.448946,8.468437,10.233125,9.221991,10.450872,8.506112,10.022499,11.280741,9.965101,11.355867,9.038704,21.691849,22.867343,21.961649,19.046281,22.240726,25.146325,21.579814,23.660705,24.294572,15.159463,14.940257,15.071333,13.476661,15.285091,15.009699,14.750977,17.202286,17.531689,5,1,2
10.23024,8.958258,9.595103,9.239268,9.216903,10.084945,6.661854,8.408468,8.508904,10.217742,9.25054,10.448888,8.529136,9.996282,11.17824,9.955975,11.165623,9.122483,21.745563,22.844073,22.009983,19.133358,22.292293,25.123233,21.629589,23.742888,24.297235,15.155817,14.942551,15.066975,13.469442,15.280139,15.004216,14.745048,17.315325,17.585676,5,1,2
10.227375,8.975292,9.633079,9.209039,9.260654,10.138558,7.708456,8.610594,8.544623,10.203759,9.288257,10.449597,8.540277,9.969452,11.055871,9.946555,10.972658,9.177804,21.799533,22.820243,22.058385,19.223107,22.343457,25.107227,21.679984,23.828425,24.296576,15.152147,14.944847,15.062566,13.46191,15.275043,20.364858,14.799863,17.460984,17.627453,5,1,2
10.234108,8.991798,9.668499,9.190372,9.301511,10.188566,6.681336,8.500817,8.577202,10.189473,9.335279,10.453861,8.52394,9.941797,10.909274,9.937032,10.779187,9.213111,21.853628,22.796047,22.1068,19.311515,22.394136,25.097445,21.731057,23.918276,24.291673,15.148446,14.947135,15.095314,17.109248,15.333016,14.992679,14.73255,17.640961,17.654304,5,1,2
10.253212,9.007474,9.701245,9.194503,9.339603,10.235463,6.476817,8.30029,8.607772,10.173782,9.391733,10.462647,8.470278,9.913076,10.735762,9.927492,10.585414,9.224516,21.907703,22.771639,22.155179,19.390739,22.444275,25.093212,21.782883,24.013624,24.28166,15.144707,14.949405,15.053575,14.021395,15.26435,15.083281,14.725943,17.857667,17.663505,5,1,2
10.283,9.022005,9.731244,9.225165,9.375083,10.279674,6.387235,8.271875,8.637139,10.156981,9.45777,10.477032,8.414561,9.883107,10.536324,9.91796,10.390834,9.182391,21.961571,22.74712,22.203451,19.449328,22.493835,25.093988,21.835525,24.115932,24.265782,15.140928,14.951655,15.048989,13.437571,15.258719,15.396293,14.719077,18.114577,17.652589,5,1,2
10.318914,9.035061,9.758482,9.278278,9.408126,10.321564,6.389503,8.249378,8.66586,10.140237,9.533556,10.498255,8.407288,9.851934,10.323694,9.908503,10.194899,9.094199,22.014987,22.722527,22.251501,19.477637,22.542786,25.099328,21.889005,24.227022,24.243512,15.137115,14.953886,15.044354,13.428932,15.252888,15.694571,14.711948,19.655682,17.619728,5,1,2
10.35678,9.046341,9.782931,9.346992,9.438916,10.361388,6.397447,8.234427,8.694066,10.124715,9.619125,10.526851,8.401563,9.819509,10.146401,9.898692,9.997219,8.917209,22.067751,22.697956,22.299294,19.475628,22.591194,25.108832,21.943421,24.349275,24.214648,15.133262,14.956092,15.039666,13.420063,17.149544,15.980322,14.704538,18.77053,17.564127,5,1,2
10.39406,9.055572,9.804808,9.423857,9.467679,10.399347,6.471009,8.229308,8.724132,10.111038,9.714131,10.561097,8.394052,9.785839,10.082638,9.887504,9.797662,8.997962,22.119648,22.673492,22.346805,19.452813,22.639174,25.122152,21.998879,24.485921,24.17931,15.129364,14.958269,15.034924,13.410986,15.240549,16.255419,14.696831,19.187249,17.486086,5,1,2
10.429561,9.062547,9.824992,9.506578,9.494681,10.435579,6.61601,8.235871,8.755101,10.099353,9.817077,10.593052,8.381278,9.751145,10.123684,9.873404,9.595832,9.128946,22.170464,22.649208,22.39403,19.420473,22.686889,25.138983,22.055506,24.641562,24.137904,15.125414,14.960412,15.03012,13.401726,15.233995,16.521517,20.241393,19.682331,17.386905,5,1,2
10.462947,9.067229,9.84562,9.5875,9.520234,10.4702,6.780329,8.254984,8.78648,10.08942,9.92397,10.60303,8.361503,9.715544,10.204948,9.85421,9.389697,9.201282,22.219955,22.62515,22.440928,19.386454,22.734513,25.159048,22.113405,24.823105,24.091085,15.121412,14.96252,15.025259,13.392308,15.227158,16.780053,14.680451,20.280078,17.268767,5,1,2
10.494324,9.069863,9.869138,9.664987,9.544664,10.503327,6.761567,8.281745,8.818515,10.080762,10.09211,10.568691,8.334915,9.678917,10.31337,9.827589,9.173445,9.250252,22.267855,22.601341,22.487392,19.354864,22.78221,25.182046,22.172629,25.041657,24.039741,15.117367,14.964595,15.020358,13.382762,15.220033,17.031941,14.671768,21.020349,17.134743,5,1,2
10.523827,9.070878,9.895061,9.738202,9.56811,10.534967,6.783987,8.299614,8.851228,10.072744,10.256303,10.494805,8.303529,9.641434,10.504942,9.792679,8.934907,9.285484,22.313995,22.577841,22.533429,19.327293,22.830227,25.207631,22.233295,25.317064,23.984872,15.113278,14.966629,15.015418,13.37312,15.212601,17.277587,14.662751,21.975281,16.988377,5,1,2
10.551691,9.070375,9.920803,9.806845,9.590552,10.565089,6.830838,8.269385,8.884563,10.06451,10.406522,10.40594,8.269623,9.603255,10.680139,9.750154,8.649524,9.310608,22.358237,22.5547,22.579063,19.304113,22.878827,25.235436,22.295521,25.690141,23.927432,15.109144,14.968617,15.010442,13.363413,15.204841,17.517186,14.653394,23.294169,16.833055,5,1,2
10.578153,9.067576,9.944583,9.870915,9.611867,10.593636,6.983867,8.143569,8.918414,10.05507,10.547504,10.318884,8.235005,9.564407,10.262327,9.701655,8.258366,9.327326,22.400498,22.53196,22.624344,19.285146,22.928292,25.26505,22.35942,26.264173,23.868269,15.104964,14.970553,15.00543,13.353677,15.19673,20.665602,14.643693,25.355829,16.671794,5,1,2
10.603479,9.061509,9.965774,9.930543,9.631939,10.62055,7.124437,7.923666,8.952635,10.043325,10.688596,10.239801,8.20103,9.524943,10.024337,9.649206,7.662652,9.336615,22.440709,22.50964,22.66928,19.270028,22.978872,25.29603,22.425067,27.215426,23.808101,15.100744,14.972437,15.000394,13.343947,15.188251,17.977812,14.633659,28.807276,16.507102,5,1,2
10.627904,9.052335,9.984328,9.985923,9.650747,10.645776,7.271881,7.881055,8.987036,10.028284,10.833988,10.169725,8.168584,9.484913,9.843678,9.59452,7.96598,9.339132,22.478834,22.487744,22.713854,19.258331,23.030791,25.327877,22.492497,26.553821,23.747519,15.096497,14.974271,14.995351,13.334263,15.179394,18.198193,14.623313,26.33924,16.340968,5,1,2
10.651513,9.042891,10.00037,10.037312,9.668345,10.669254,7.43716,7.990182,9.021398,10.009518,10.975858,10.107749,8.13808,9.444227,9.69048,9.538605,8.28509,9.335407,22.514942,22.46628,22.758166,19.249584,23.084309,25.359984,22.561723,25.871545,23.687005,15.09223,14.976056,14.99031,13.324666,15.17014,18.410775,14.687518,23.799042,16.175024,5,1,2
10.6743,9.040921,10.014126,10.084953,9.684894,10.690945,7.628559,8.11855,9.055471,9.987183,11.086943,10.052561,8.109701,9.402808,9.5554,9.482051,8.45927,9.325907,22.549131,22.445248,22.802323,19.24334,23.139651,25.391628,22.632691,25.458685,23.626948,15.087954,14.977795,14.985285,13.315199,15.160472,18.614029,14.914308,22.251836,16.010496,5,1,2
10.700655,9.057298,10.025927,10.129064,9.700649,10.710848,7.855034,8.220141,9.088977,9.961923,11.127801,10.002861,8.0835,9.360578,9.435421,9.425207,8.570816,9.365298,22.581504,22.424641,22.846397,19.239185,23.196992,25.421946,22.705239,25.167427,23.567656,15.083685,14.979496,14.980299,13.305907,15.150384,18.805862,15.137567,21.154561,15.848243,5,1,2
10.726043,9.094763,10.036139,10.169861,9.715871,10.728972,8.057225,8.307229,9.121637,9.934772,11.088341,9.957523,8.059404,9.31728,9.329929,9.368324,8.650161,9.406657,22.612215,22.404449,22.890527,19.236721,23.256493,25.449905,22.779096,24.943511,23.50938,15.07944,14.981163,14.975375,13.296834,15.139869,18.983404,15.354693,20.307711,15.688881,5,1,2
10.750224,9.144188,10.045208,10.207533,9.730822,10.746798,8.0508,8.385184,9.153187,9.906921,11.001523,9.915509,8.037005,9.272377,9.23915,9.311593,8.71141,9.445053,22.641432,22.384666,22.934849,19.235578,23.318272,25.474311,22.853845,24.76217,23.452324,15.075235,14.982805,14.970541,13.288024,15.128925,19.143146,15.563015,19.620133,15.532831,5,1,2
10.773038,9.195874,10.056386,10.242239,9.745706,10.765853,7.9474,8.456536,9.183438,9.879463,10.90244,9.875837,8.014716,9.225101,9.16273,9.25527,8.761732,9.480786,22.669332,22.365288,22.979525,19.235407,23.38241,25.4939,22.928905,24.610263,23.396701,15.071089,14.984429,14.965829,17.200135,15.117555,19.282001,15.759795,19.043046,15.380175,5,1,2
10.794382,9.245089,10.06943,10.274098,9.760641,10.783117,7.85068,8.522544,9.212378,9.853194,10.808173,9.837503,7.987975,9.174687,9.098737,9.199536,8.804435,9.513724,22.696111,22.346317,23.024825,19.235866,23.44897,25.507248,23.003489,24.480179,23.342763,15.067019,14.986043,14.961261,18.011212,15.105766,19.396923,15.941829,18.547424,15.230715,5,1,2
10.814215,9.290365,10.082234,10.303831,9.775723,10.798613,7.790012,8.584056,9.240121,9.828706,10.723929,9.799203,8.003738,9.120735,9.045649,9.143516,8.841758,9.543535,22.721963,22.327761,23.070962,19.236642,23.517919,25.512645,23.076626,24.366974,23.290709,15.06304,14.987651,14.956862,14.437292,15.093578,19.482959,16.105883,18.114388,15.210644,5,1,2
10.832548,9.331445,10.095043,10.331086,9.791018,10.812387,7.751646,8.641646,9.266702,9.80639,10.650498,9.757493,8.017596,9.063589,9.004002,9.084341,8.87548,9.570268,22.747081,22.309618,23.118076,19.237443,23.589113,25.508445,23.147229,24.267066,23.24059,15.531141,14.989256,14.952658,13.256333,15.081028,19.533967,16.248937,17.730812,15.21886,5,1,2
10.849447,9.36851,10.107387,10.356042,9.806543,10.824507,7.724534,8.695647,9.29209,9.786551,10.587089,9.655938,8.010673,9.004167,8.974734,9.020259,8.906391,9.59423,22.771637,22.291881,23.166122,19.238018,23.662294,25.493622,23.214217,24.17776,23.192363,15.055421,14.990861,30.115538,13.249512,15.278951,19.545488,16.368816,17.387229,15.226765,5,1,2
10.86503,9.401884,10.121684,10.378887,9.822265,10.835056,7.707228,8.746294,9.316296,9.769297,10.53241,9.683517,7.980765,8.943542,8.957862,8.955034,8.934591,9.615666,22.795767,22.274548,23.214849,19.238164,23.737095,25.468012,23.276643,24.097062,23.145967,15.051806,14.992466,14.944952,14.847791,15.55124,19.516397,16.46433,17.076689,15.234369,5,1,2
10.8794,9.431893,10.135411,10.39978,9.838135,10.844135,7.695274,8.793825,9.339419,9.754148,10.485382,9.639198,7.952728,8.88271,8.952597,8.893284,8.960161,9.634698,22.819598,22.257616,23.263961,19.237704,23.812995,25.432309,23.333689,24.023522,23.101353,15.048337,14.994074,14.941509,13.2374,15.820424,19.448909,16.534468,16.79403,15.24168,5,1,2
10.892644,9.458825,10.14898,10.418863,9.854077,10.851874,7.688018,8.838466,9.361627,9.739354,10.445792,9.586291,7.948109,8.822497,8.957663,8.836972,8.983288,9.651373,22.84323,22.241084,23.313085,19.236496,23.889281,25.387882,23.384799,23.956053,23.058478,15.045024,14.995685,14.938372,13.232153,16.084134,19.347849,16.579012,16.535285,15.248708,5,1,2
10.904814,9.482923,10.16214,10.436254,9.869983,10.858435,7.683543,8.880424,9.383135,9.722396,10.412141,9.533173,7.952259,8.763605,8.971539,8.786484,9.004193,9.665715,22.866739,22.224957,23.3618,19.234435,23.965003,25.336509,23.429718,23.89382,23.017306,15.041878,14.9973,14.935561,13.227465,16.339151,19.219633,16.598601,16.297345,15.255459,5,1,2
10.915912,9.504394,10.174612,10.452037,9.886018,10.864026,7.682092,8.919885,9.40419,9.702059,10.383139,9.481882,7.958678,8.706735,8.992633,8.74165,9.02309,9.677717,22.890183,22.209233,23.40976,19.231433,24.038893,25.280141,23.468449,23.836172,22.977795,15.038913,14.998921,14.93309,13.223353,16.580885,19.071333,16.594276,16.077729,15.261943,5,1,2
10.925941,9.52338,10.186195,10.46629,9.903246,10.868886,7.681534,8.957013,9.425061,9.679464,10.358198,9.432819,7.967512,8.65255,9.019425,8.701958,9.040285,9.687354,22.913586,22.193922,23.456445,19.227467,24.109529,25.220619,23.501445,23.782546,22.9399,15.036134,15.000546,14.930971,15.854014,16.804755,18.909698,16.569174,15.874305,15.268171,5,1,2
10.934876,9.539994,10.196784,10.479061,9.91962,10.873277,7.682186,8.991947,9.445978,9.656603,10.33687,9.38604,7.979223,8.601813,9.050541,8.666848,9.05598,9.694609,22.936954,22.179034,23.501275,19.222552,24.175308,25.159469,23.5294,23.732486,22.903579,15.033544,23.346419,14.929212,13.346626,17.005485,18.740346,16.5271,15.685316,15.274151,5,1,2
10.942665,9.554306,10.206394,10.490374,9.93493,10.87746,7.683303,9.024811,9.467102,9.635174,10.318823,9.341636,7.99482,8.555319,9.084792,8.635761,9.07025,9.699481,22.96028,22.164585,23.543537,19.216743,24.234611,25.097868,23.553189,23.685618,22.8688,15.031138,15.003801,14.927818,13.214381,17.177878,18.567638,16.472507,15.509277,15.279891,5,1,2
10.949239,9.566382,10.215168,10.500231,9.948986,10.881679,7.684877,9.055709,9.488523,9.616614,10.303722,9.299877,8.015571,8.513872,9.121135,8.608172,9.083096,9.701989,22.983554,22.150587,23.582414,19.210113,24.285908,25.036714,23.573708,23.641631,22.835525,19.17416,15.005426,14.926788,13.554328,17.316928,18.394941,16.409662,15.344921,15.285398,5,1,2
10.954515,9.57626,10.223388,10.50861,9.961597,10.886088,7.692552,9.084739,9.510236,9.599485,10.291266,9.261257,8.033144,8.478081,9.158663,8.583478,9.094472,9.702186,23.006761,22.137057,23.616888,19.202776,24.328126,24.976676,23.591913,23.600246,22.803712,19.257867,15.007046,14.926117,13.210984,17.419602,18.224814,16.343193,15.191075,15.290682,5,1,2
10.9584,9.583959,10.231447,10.515474,9.972588,10.890725,7.700262,9.111982,9.532145,9.573683,10.281145,9.226303,8.02638,8.448242,9.196697,8.560825,9.104429,9.700143,23.029894,22.124021,23.645785,19.19488,24.360833,24.918207,23.608745,23.561223,22.773327,15.02498,15.008652,14.925794,15.320504,17.485407,18.059015,16.277723,15.174976,15.295752,5,1,2
10.960814,9.589516,10.239813,10.520787,9.98185,10.895559,7.707554,9.137489,9.554103,9.549124,10.273032,9.195377,8.017639,8.424402,9.234816,8.539063,9.113172,9.695913,23.052946,22.111498,23.667924,19.186558,24.384043,24.861578,23.624925,23.524385,22.744342,16.021163,15.010241,14.925808,14.691142,17.51506,17.898584,16.216677,15.181886,15.300611,5,1,2
10.961683,9.592993,10.248937,10.524512,9.989306,10.900459,7.714249,9.161295,9.575942,9.527756,10.266598,9.16867,8.013865,8.406289,9.272778,8.517222,9.121006,9.689551,23.075921,22.099513,23.682264,19.177941,24.398328,24.806931,23.641048,23.48959,22.716737,16.294417,15.011806,14.926143,13.208972,17.511217,17.744015,16.162839,15.188399,15.305263,5,1,2
10.960935,9.594494,10.259127,10.526601,9.994888,10.905191,7.720311,9.183431,9.597471,9.508727,10.261507,9.146202,8.013574,8.393294,9.31043,8.495204,9.128364,9.681153,23.098844,22.088095,23.688151,19.169187,24.404853,24.754333,23.657694,23.456706,22.690492,15.020133,15.013338,14.926778,13.208947,17.478931,17.595483,16.118938,15.194541,15.309709,5,1,2
10.958513,9.594175,10.270489,10.527017,9.998555,10.909491,7.725619,9.203921,9.618477,9.491587,10.257426,9.127854,8.015576,8.384689,9.347663,8.473326,9.135661,9.670853,23.121744,22.077272,23.68547,19.160437,24.404974,24.703806,23.675328,23.425619,22.665584,15.018727,15.014827,14.927691,13.209161,17.423811,17.453013,16.087107,15.200339,15.313952,5,1,2
10.954375,9.592225,10.282918,10.525736,10.00029,10.913112,7.730156,9.22279,9.638741,9.47615,10.25403,9.113404,8.01921,8.379749,9.384406,8.4517,9.143194,9.658797,23.144644,22.067063,23.674639,19.151804,24.400036,24.65535,23.694282,23.396237,22.641991,15.017399,15.016269,14.928861,13.20958,17.351139,17.316583,16.068803,15.205812,15.317995,5,1,2
10.948481,9.588935,10.296057,10.522734,10.000075,10.915807,7.733918,9.240062,9.658059,9.462314,10.250903,9.102467,8.024071,8.37773,9.420637,8.430169,9.151172,9.645116,23.1676,22.057495,23.656708,19.143414,24.391387,24.608945,23.71491,23.368471,22.619688,15.016128,15.017653,14.930259,13.210156,17.266315,17.186143,16.065324,15.21098,15.321841,5,1,2
10.940797,9.584668,10.3094,10.517984,9.997883,10.917367,7.736834,9.25577,9.676257,9.450011,10.247599,9.094575,8.029903,8.377983,9.456371,8.408493,9.159656,9.629919,23.190686,22.048595,23.633089,19.135389,24.380184,24.564555,23.737547,23.342242,22.59865,15.014887,15.018971,14.931856,13.210838,17.173988,17.061626,16.077661,15.215863,15.325492,5,1,2
10.931305,9.57979,10.322458,10.511471,9.993695,10.917632,7.73892,9.269942,9.693204,9.439176,10.243762,9.089296,8.036507,8.380007,9.491661,8.386463,9.168629,9.613301,23.213944,22.040376,23.605118,19.127811,24.367325,24.522136,23.762454,23.317481,22.578851,15.013664,15.020219,14.933627,13.211595,17.077624,16.94296,16.10649,15.220477,15.328955,5,1,2
10.919984,9.574699,10.334744,10.503175,9.987472,10.916477,7.740171,9.282608,9.708812,9.42971,10.239067,9.086174,8.043701,8.383416,9.526564,8.363868,9.177972,9.595359,23.237449,22.032857,23.574149,19.120765,24.353498,24.481632,23.789908,23.294128,22.560264,15.01244,15.021389,14.935544,13.212391,16.979843,16.830056,16.152218,15.224838,15.332233,5,1,2
10.90681,9.569759,10.345812,10.493074,9.979161,10.91381,7.742653,9.293793,9.723026,9.421472,10.233249,9.084748,8.051304,8.387949,9.561121,8.340504,9.187502,9.576203,23.261316,22.026061,23.541455,19.114333,24.339174,24.44298,23.820219,23.272129,22.542868,15.011191,15.022471,14.937574,13.213181,16.882318,16.722775,16.214971,15.22896,15.335329,5,1,2
10.891778,9.565279,10.355403,10.481149,9.968713,10.909557,7.748557,9.303519,9.735834,9.414426,10.226045,9.08476,8.059219,8.393396,9.595357,8.316194,9.196981,9.555964,23.28553,22.019994,23.507744,19.108554,24.324731,24.406115,23.853651,23.251441,22.52664,15.00992,15.023465,14.9397,13.213951,16.786461,16.62097,16.295311,15.232853,15.338248,5,1,2
10.874891,9.561498,10.417067,10.467382,9.956075,10.903644,7.753761,9.311806,9.747249,9.408598,10.217207,9.086076,8.067413,8.399562,9.629293,8.290771,9.206105,9.534806,23.310017,22.014654,23.47338,19.103441,24.310523,24.370973,23.89046,23.232032,22.511558,15.00864,15.024372,14.941916,13.214705,16.693669,16.524417,16.39416,15.23652,15.340992,5,1,2
10.891864,9.558434,10.574377,10.543053,9.94118,10.896023,7.758276,9.31867,9.757287,9.40394,10.206585,9.088499,8.075843,8.406353,9.66296,8.264062,9.214583,9.512943,23.334834,22.01005,23.438857,19.09903,24.296748,24.337496,23.930964,23.213868,22.497606,15.007346,15.025188,14.9442,13.215425,16.604509,16.432862,16.51197,15.239969,15.343563,5,1,2
11.030639,9.555896,10.730302,10.691372,10.023269,10.886682,7.773398,9.324121,9.765976,9.400359,10.194172,9.091809,8.084483,8.413772,9.69639,8.235891,9.22217,9.490572,23.360137,22.006202,23.404691,19.095365,24.28344,24.305626,23.975512,23.196918,22.484767,15.00602,15.025906,14.946522,13.216082,16.518635,16.346074,16.648753,15.243207,15.34596,5,1,2
11.175982,9.553578,10.892369,10.842253,10.179408,10.875632,7.787572,9.328162,9.773359,9.397718,10.180121,9.09579,8.093304,8.421882,9.729609,8.20607,9.22867,9.467831,23.386177,22.00313,23.371362,19.092493,24.270499,24.275311,24.024472,23.181155,22.473026,15.004638,19.943267,14.948846,13.216644,16.434908,16.263847,16.804181,15.246241,15.348184,5,1,2
11.327555,9.551178,11.065335,10.996604,10.359077,10.902467,7.800112,9.330798,9.77949,9.395883,10.164623,9.100281,8.102282,8.430736,9.762657,8.174369,9.233888,9.444819,23.413198,22.000853,23.339183,19.09045,24.25782,24.246503,24.078258,23.166555,22.462369,15.003179,15.027004,18.0218,14.179801,16.352226,16.185978,16.978328,15.249077,15.350235,5,1,2
11.482795,9.548442,11.243863,11.143396,10.549208,11.063876,7.811026,9.332039,9.784433,9.39476,10.147776,9.105185,8.111396,8.440363,9.795575,8.140521,9.237624,9.421678,23.441396,21.999382,23.308314,19.089256,24.245335,24.219159,24.137355,23.153098,22.452782,15.001631,15.02737,16.102178,13.217383,16.374296,16.112283,17.171879,15.251719,15.352114,5,1,2
11.64014,9.545143,11.406719,11.264322,10.718489,11.197185,7.820315,9.331894,9.788261,9.394263,10.129626,9.110426,8.120631,8.450793,9.828395,8.104212,9.239701,9.398682,23.470966,21.998726,23.278867,19.08893,24.232974,24.193235,24.202331,23.140763,22.444253,14.999985,15.027608,14.955586,13.217529,16.186746,16.042592,17.385886,15.254171,15.353822,5,1,2
11.800807,9.541057,11.518989,11.344095,10.831293,11.275102,7.827985,9.330363,9.791043,9.394427,10.110271,9.116034,8.130017,8.461948,9.861145,8.064956,9.240021,9.37628,23.501875,21.998881,23.250736,19.089466,24.220879,24.168682,24.274052,23.129536,22.436768,14.998245,15.02772,14.957712,13.217523,16.103852,15.976737,17.62347,15.256438,18.816895,5,1,2
11.969408,9.535977,11.554927,11.374949,10.866328,11.30382,7.83404,9.327448,9.792841,9.395292,10.089808,9.122025,8.139585,8.47377,9.893849,8.022172,9.238512,9.35513,23.534074,21.999845,23.223841,19.090866,24.20916,24.145449,24.353571,23.119399,22.430318,14.996422,15.027707,14.959777,13.217365,16.021623,15.914549,17.888335,15.25852,15.356736,5,1,2
12.155618,9.529755,11.530353,11.3619,10.840072,11.300944,7.838478,9.323157,9.793709,9.396862,10.068249,9.128398,8.149382,8.486335,9.926538,7.975296,9.23506,9.336218,23.567658,22.001623,23.198205,19.093141,24.197768,24.123495,24.44202,23.110342,22.424893,14.994512,15.027567,14.961769,13.217046,15.939428,15.855877,18.183946,15.260421,15.357946,5,1,2
12.373783,9.522236,11.478105,11.319439,10.784627,11.279921,7.841299,9.31749,9.793672,9.399185,10.045624,9.135171,8.159445,8.499628,9.95925,7.923443,9.229622,9.32089,23.602567,22.004214,23.173782,19.096296,24.186765,24.102773,24.541051,23.102355,22.420485,14.992524,15.027299,14.963685,13.216563,15.857447,15.800557,18.516072,15.262142,15.358993,5,1,2
12.591487,9.513317,11.416892,11.261481,10.719689,11.247239,7.842504,9.310444,9.792737,9.402261,10.02194,9.142325,8.16981,8.513698,9.992031,7.865529,9.222227,9.310804,23.638841,22.007624,23.150572,19.100339,24.176116,24.08324,24.652637,23.09543,22.417088,14.99046,15.026903,14.965516,13.215911,15.77514,15.748412,18.891475,15.263686,15.35988,5,1,2
12.55218,9.502969,11.352436,11.196849,10.652824,11.204884,7.842082,9.302016,9.79092,9.405965,9.997129,9.149762,8.180516,8.528693,10.02492,7.800284,9.212976,9.307585,23.676762,22.011865,23.128644,19.105295,24.165633,24.064857,24.779022,23.089562,22.414694,14.988314,15.026373,14.967237,13.215075,15.69074,15.699312,19.31754,15.265053,15.360606,5,1,2
12.347472,9.491132,11.285352,11.128734,10.587381,11.159859,7.840023,9.292197,9.788223,9.410357,9.971222,9.15751,8.191612,8.544609,10.057963,7.725506,9.201914,9.312162,23.716283,22.016942,23.107954,19.111172,24.155395,24.047593,24.924178,23.084742,22.413302,14.986088,15.025707,14.968849,13.214052,15.604463,15.65314,19.80866,15.266244,15.361172,5,1,2
12.148102,9.477759,11.214414,11.055608,10.523004,11.124097,7.836311,9.280974,9.784626,9.415509,9.944281,9.165594,8.203156,8.561438,10.091196,7.637919,9.189117,9.324269,23.757322,22.022864,23.08846,19.117976,24.145477,24.031419,25.093997,23.080963,22.412907,14.983787,15.0249,14.970353,13.212837,15.516515,15.609808,20.386362,15.267261,15.361578,5,1,2
11.942771,9.462823,11.137362,10.975252,10.455901,11.08572,7.830927,9.268333,9.780089,9.421454,9.916423,9.174009,8.215217,8.579203,10.124666,7.532532,9.174722,9.342655,23.799871,22.029641,23.070142,19.125722,24.135887,24.016305,25.297442,23.078219,22.413507,14.981412,15.02395,14.971741,13.211423,15.426585,15.569219,21.083376,15.59329,15.361822,5,1,2
11.701841,9.446305,11.052357,10.887039,10.382756,11.036311,7.823851,9.254251,9.774553,9.428237,9.887874,9.182753,8.227921,8.597965,10.15842,7.401077,9.158919,9.365743,23.844015,22.037285,23.053,19.134423,24.126583,24.002228,25.549443,23.076506,22.415102,14.978961,18.515271,14.973002,13.209805,15.333975,15.531316,21.954408,15.891561,15.361903,5,1,2
11.376008,9.428198,10.959314,10.791936,10.30222,10.975748,7.822575,9.238709,9.767954,9.435975,9.858825,9.191854,8.241387,8.617749,10.192509,7.227032,9.141854,9.392198,23.889682,22.045807,23.037017,19.144091,24.117603,23.989167,25.879842,23.075823,22.417692,14.976432,15.021601,14.974128,13.207978,15.238518,15.496054,23.109025,17.928456,15.361821,5,1,2
11.295297,9.408508,10.859874,10.691598,10.213796,10.905265,7.83727,9.221686,9.760224,9.444833,9.829436,9.20134,8.255711,8.638534,10.226985,6.969849,9.123642,9.421132,23.936529,22.055215,23.022164,19.154739,24.109041,23.977093,26.361753,23.076166,22.421276,14.973824,15.020194,14.975122,13.205936,15.140449,16.774347,24.815746,15.269575,15.540642,5,1,2
11.263193,9.387241,10.756329,10.58728,10.116631,10.826489,7.854286,9.203166,9.751275,9.455059,9.799876,9.211241,8.271003,8.6603,10.261904,6.480885,9.104411,9.452066,23.983945,22.065522,23.008414,19.166377,24.10099,23.965988,27.263138,23.077532,22.425857,14.971135,15.018627,14.975985,13.203674,15.039993,15.43317,28.058718,15.269713,15.361162,5,1,2
