Delta_AF3,Delta_AF4,Delta_F3,Delta_F7,Delta_F8,Delta_FC5,Delta_O2,Delta_P8,Delta_T8,Alpha_AF3,Alpha_AF4,Alpha_F3,Alpha_F7,Alpha_F8,Alpha_FC5,Alpha_O2,Alpha_P8,Alpha_T8,Beta_AF3,Beta_AF4,Beta_F3,Beta_F7,Beta_F8,Beta_FC5,Beta_O2,Beta_P8,Beta_T8,Gamma_AF3,Gamma_AF4,Gamma_F3,Gamma_F7,Gamma_F8,Gamma_FC5,Gamma_O2,Gamma_P8,Gamma_T8,Suj,Tarea_R0_E1,Tarea_R0_E1
10.010975,7.836435,8.895649,8.406078,9.222764,8.023222,9.210201,7.730408,7.601746,10.625654,11.178471,10.135234,10.307959,10.285074,11.943018,11.698918,9.876631,10.561681,22.452061,25.771119,22.364635,19.60299,22.310487,25.773739,22.002883,23.957807,24.228352,15.098115,20.322766,18.603032,13.758613,15.225078,18.544632,15.194278,15.313257,17.198078,1,1,2
9.99882,7.8099,8.88305,8.393399,9.172865,7.898888,9.198768,7.679863,7.574978,10.636357,11.138591,9.848736,10.090245,10.298207,11.918479,11.071916,9.894651,10.582329,22.480174,25.888589,22.402626,19.617417,22.348995,25.716236,22.049825,23.99429,24.276002,15.09528,20.714731,15.049403,14.524886,15.22068,18.382153,15.451232,15.309324,15.128023,1,1,2
9.984694,7.780458,8.868749,8.380374,9.121171,7.77096,9.185044,7.626331,7.547534,10.662388,11.102953,9.546072,9.910063,10.313714,11.882922,10.621321,9.916226,10.608859,22.508239,26.01497,22.440702,19.632179,22.38899,25.662015,22.096698,24.031854,24.325024,15.092459,21.140482,15.046756,13.749989,15.216167,18.226782,15.563767,15.305356,15.121863,1,1,2
9.968677,7.74753,8.852805,8.366904,9.067793,7.639421,9.169271,7.569645,7.519375,10.704478,11.071708,9.213703,9.76373,10.332375,11.83553,10.22099,9.942528,10.643133,22.536153,26.152309,22.478805,19.647238,22.430553,25.610912,22.14357,24.070623,24.375666,15.089669,21.607341,15.04415,13.7454,15.211535,18.078035,15.181519,15.301336,15.115587,1,1,2
9.950829,7.710571,8.835268,8.352974,9.012832,7.5042,9.151669,7.509623,7.49038,10.766027,11.045692,8.831524,9.673912,10.354511,11.775574,9.863854,9.974805,10.687227,22.563808,26.302616,22.516863,19.662557,22.473739,25.562786,22.190478,24.110691,24.42813,15.086927,22.122708,15.041601,13.740624,15.206783,17.935605,15.176974,15.297254,15.109173,1,1,2
9.931205,7.669117,8.816215,8.338594,8.956395,7.365995,9.132447,7.446198,7.460388,10.850285,11.025794,8.418172,9.64864,10.380048,11.700091,9.535349,10.014382,10.743237,22.5911,26.467648,22.554821,19.678097,22.518601,25.51745,22.237436,24.152116,24.482565,15.084246,22.693201,15.039121,13.73566,15.201911,17.798727,15.172286,15.293106,15.102611,1,1,2
9.909844,7.623039,8.795757,8.323698,8.898667,7.228247,9.11181,7.379973,7.429269,10.96281,11.012862,8.093842,9.671173,10.408997,11.605275,9.242767,10.062509,10.812953,22.617967,26.647815,22.592717,19.693809,22.565264,25.474694,22.284482,24.194942,24.539085,15.081629,23.320701,15.036713,13.730503,15.196915,17.666163,15.167443,15.288893,15.095899,1,1,2
9.886813,7.573159,8.774002,8.308166,8.842586,7.096221,9.089935,7.31388,7.396901,11.112831,11.007275,7.683476,9.714175,10.441284,11.488291,9.317725,10.12038,10.897748,22.644324,26.839456,22.630566,19.709648,22.613845,25.434358,22.331631,24.239212,24.597818,15.079087,23.992308,15.03438,13.725149,15.191788,17.53709,15.162437,15.284613,15.089037,1,1,2
9.862211,7.523074,8.751069,8.291918,8.787932,6.97016,9.066992,7.255217,7.363361,11.297605,11.008508,7.695509,9.753602,10.476573,11.353215,9.479768,10.189161,10.998456,22.669994,27.02689,22.668251,19.725579,22.664233,25.396332,22.378791,24.284871,24.658718,15.076647,24.651728,15.032141,13.719598,15.186549,17.411313,15.157283,15.280278,15.082048,1,1,2
9.836145,7.495173,8.727099,8.274816,8.732572,6.847669,9.043151,7.210757,7.328928,11.464163,11.014694,8.170107,9.78762,10.515206,11.233326,9.646286,10.269685,11.115127,22.694786,27.173539,22.705627,19.74157,22.716169,25.360523,22.425807,24.331733,24.721479,15.07434,25.166583,15.030019,13.71385,15.181234,17.288869,15.152002,15.275914,15.074992,1,1,2
9.808768,7.489251,8.702155,8.25648,8.676658,6.724791,9.018483,7.175901,7.293565,11.462471,11.023449,8.524773,9.817695,10.557847,11.211589,9.795612,10.362126,11.246869,22.7186,27.235128,22.742678,19.757622,22.769635,25.32684,22.472612,24.379702,24.78602,15.072186,25.375367,15.028026,13.707904,15.175851,17.169838,15.146607,15.271533,15.0679,1,1,2
9.780237,7.473627,8.67637,8.236607,8.620374,6.663704,8.993077,7.143162,7.25703,11.327838,11.032705,8.752864,9.841209,10.605665,11.311742,9.926815,10.465826,11.391702,22.741211,27.200328,22.779283,19.773721,22.824571,25.295188,22.519036,24.428729,24.852473,15.070222,25.237028,15.02618,13.701763,15.170416,17.054024,15.141121,15.267141,15.06078,1,1,2
9.7506,7.463938,8.65151,8.215199,8.563988,6.744416,8.967161,7.109808,7.219066,11.233135,11.041216,8.916259,9.84784,10.660468,11.452346,10.042673,10.579412,11.546299,22.762058,27.104047,22.81498,19.789711,22.880502,25.265466,22.564544,24.478698,24.921029,15.068524,24.879992,15.02453,18.95173,15.164982,16.940736,15.135621,15.262745,15.05364,1,1,2
9.719868,7.477052,8.629701,8.20434,8.507797,6.806449,8.940917,7.075504,7.179429,11.16104,11.049002,9.033795,9.833422,10.724335,11.583387,10.145528,10.701132,11.705368,22.780614,26.987392,22.849336,19.805408,22.936886,25.237579,22.608559,24.529422,24.991868,15.067167,24.455463,15.023118,14.720941,16.417761,16.82911,15.602997,15.258352,15.046492,1,1,2
9.688125,7.488293,8.6079,8.307824,8.45204,6.836411,8.914473,7.040446,7.137883,11.019787,11.057603,9.114806,9.790474,10.796071,11.694868,10.238309,10.829227,11.860783,22.796657,26.873689,22.882238,19.820757,22.99341,25.21145,22.650724,24.58064,25.065135,15.066183,24.049549,15.021958,13.682465,15.154328,16.718268,15.124898,15.253971,15.039356,1,1,2
9.655526,7.495536,8.586186,8.41479,8.396917,6.863373,8.88795,7.004856,7.094173,10.826562,11.069673,9.167827,9.726103,10.861957,11.788211,10.323409,10.962127,12.002289,22.810038,26.77221,22.91365,19.835765,23.0498,25.187008,22.69071,24.631994,25.141008,15.065597,23.696703,15.021055,13.675859,15.14918,16.607361,15.119802,15.249612,15.032257,1,1,2
9.622307,7.498195,8.564643,8.523902,8.342629,6.976354,8.874808,6.968903,7.048008,10.629579,11.087606,9.196679,9.649596,10.884047,11.866547,10.403121,11.098325,12.122084,22.820403,26.685483,22.94332,19.850336,23.105539,25.164195,22.727943,24.682985,25.21976,15.065452,23.406418,15.020428,13.669258,15.144221,16.495661,15.114998,15.245281,15.025215,1,1,2
9.588819,7.496295,8.624105,8.647744,8.289343,7.192187,8.962611,6.932644,6.999068,10.443801,11.112914,9.194919,9.562701,10.84611,11.932618,10.479105,11.235462,12.219861,22.827528,26.613281,22.971096,19.864516,23.160119,25.142961,22.761903,24.732915,25.301633,15.065772,23.178072,15.020085,13.662744,15.139503,16.38233,15.110579,15.240988,15.018261,1,1,2
9.555541,7.611461,8.712994,8.794645,8.351649,7.620429,9.018471,6.896206,7.027798,10.271534,11.145771,9.176419,9.476615,10.784457,11.988669,10.551687,11.367348,12.301132,22.831364,26.554612,22.996961,19.878607,23.213103,25.123258,22.792156,24.780891,25.386864,15.066558,23.008114,15.020018,13.656414,15.135074,16.266542,15.10663,15.236743,15.011424,1,1,2
9.523214,7.778226,8.75335,8.917213,8.389807,7.833524,9.032475,6.859944,7.217793,10.111772,11.184922,9.147742,9.394998,10.726658,12.036555,10.621624,11.484086,12.371698,22.831898,26.508522,23.020884,19.893114,23.264058,25.105045,22.818274,24.825873,25.475769,15.067805,22.892963,15.02022,13.650389,15.130977,17.01533,15.103235,15.232554,15.004735,1,1,2
9.493057,7.930799,8.748951,8.912655,8.398369,7.273178,9.021381,6.824319,7.444518,9.962781,11.228573,9.114918,9.319682,10.679432,12.077771,10.689883,11.587298,12.435109,22.828997,26.47432,23.042643,19.908476,23.312405,25.088278,22.839702,24.866735,25.568684,15.069514,22.82994,15.020694,13.64483,19.830518,16.025661,15.100492,15.228429,14.998223,1,1,2
9.466441,8.084185,8.72744,8.84243,8.379443,6.933349,9.009111,6.789783,7.710458,9.824277,11.275062,9.081086,9.25202,10.641948,12.11333,10.757474,11.686845,12.49322,22.822625,26.451575,23.062022,19.924963,23.357587,25.072919,22.855976,24.902372,25.665765,15.071672,22.817308,17.961388,13.639925,15.123996,15.899859,15.098483,15.224379,14.991923,1,1,2
9.444439,8.219394,8.699117,8.810807,8.329993,6.649512,9.003953,6.756682,7.985965,9.693175,11.323251,9.048808,9.192208,10.612019,12.144018,10.825366,11.787125,12.54709,22.812954,26.44013,23.078951,19.942338,23.399204,25.058934,22.866866,24.931872,25.766541,15.074242,22.854292,15.022432,13.635878,15.121193,15.769924,15.09726,15.220416,14.98587,1,1,2
9.427804,8.341524,8.650818,8.797808,8.198678,6.461831,9.003867,6.725215,8.254013,9.569043,11.372202,9.018853,9.139531,10.588809,12.170481,10.893651,11.888822,12.597266,22.800114,26.440258,23.093269,19.959387,23.436865,25.04629,22.872192,24.954687,25.868913,19.682774,22.941819,15.023667,13.632907,15.118885,15.635454,15.096861,15.216556,14.980108,1,1,2
9.416584,8.455149,8.633637,8.788047,8.249089,6.328616,9.003041,6.695482,8.525145,9.45124,11.421653,8.98924,9.088416,10.573131,12.193208,10.962517,11.991629,12.643558,22.784439,26.45255,23.105036,19.974264,23.47046,25.034957,22.87212,24.970737,26.03438,15.42316,23.081904,15.025108,13.63121,15.117069,15.496039,15.097273,15.212816,14.974684,1,1,2
9.410441,8.584364,8.751452,8.774414,8.436564,6.212754,8.988835,6.667831,8.777218,9.339648,11.472132,8.960898,9.038978,10.596488,12.212733,11.032331,12.095167,12.685233,22.766252,26.47809,23.114279,19.984856,23.499973,25.024909,22.866931,24.980409,26.41573,15.084004,23.278416,15.026728,16.747751,15.115732,15.351273,15.098466,15.209218,16.229074,1,1,2
9.409062,8.673491,8.826295,8.755578,8.729001,6.103565,8.952686,6.643376,8.957063,9.23373,11.52478,8.932805,8.993578,10.623855,12.229581,11.103384,12.19934,12.721565,22.745692,26.518774,23.120767,19.989255,23.525276,25.016118,22.856864,24.984441,26.591335,15.087783,23.53842,15.028516,13.632282,16.47929,15.200763,15.432827,15.205783,14.965072,1,1,2
9.412246,8.628138,8.881275,8.730018,8.631991,5.997752,9.080693,6.712706,9.063915,9.195166,11.581318,8.907049,8.953532,10.65553,12.244166,11.175555,12.304473,12.752213,22.722954,26.577399,23.124339,19.986252,23.546401,25.008563,22.842383,24.983768,26.488832,15.091764,23.872331,15.030457,14.290144,15.114473,15.044143,15.10305,15.202535,14.961014,1,1,2
9.419832,8.912675,8.917268,8.746258,8.487427,5.894491,9.162505,6.829884,9.154261,9.193731,11.644059,8.884868,8.919565,10.691374,12.256774,11.249426,12.411377,12.777341,22.698269,26.658086,23.124905,19.975399,23.563537,25.002227,22.824143,24.979348,26.154494,15.095909,24.295427,15.032529,14.938645,15.114502,14.996694,15.106307,15.199502,14.957546,1,1,2
9.431564,9.101799,8.928433,8.830182,8.398239,5.798452,9.190624,6.941947,9.258365,9.19114,11.716054,8.866394,8.891454,10.731121,12.267664,11.326191,12.521386,12.797302,22.671907,26.766867,23.122415,19.956906,23.576979,24.997096,22.802925,24.972047,26.000459,15.100181,24.829984,15.034713,13.645896,15.114921,14.999721,15.110093,15.196713,14.954742,1,1,2
9.446954,9.22024,8.922975,8.886734,8.239034,5.724055,9.192559,7.127536,9.378399,9.187617,11.80172,8.85261,8.86969,10.774989,12.277105,11.40576,12.636312,12.812299,22.644129,26.912456,23.116852,19.931467,23.58709,24.993171,22.779594,24.962574,25.932138,15.10455,25.508118,15.03699,13.653307,20.737513,15.002662,15.114319,15.194195,14.952672,1,1,2
9.465348,9.238526,8.90935,8.923239,8.331283,5.677452,9.188564,7.328495,9.50577,9.183308,11.908198,8.842389,8.852865,10.823188,12.285352,11.487766,12.758368,12.822255,22.615139,27.106174,23.108211,19.900039,23.594217,24.990471,22.75501,24.951476,25.861513,15.108993,26.371646,15.039349,13.661845,15.727858,15.005523,15.118905,15.191982,14.951408,1,1,2
9.486184,9.180653,8.892901,8.949446,8.367508,5.647728,9.187094,7.560133,9.631519,9.178335,12.048019,8.836936,8.842019,10.875664,12.292673,11.572227,12.890266,12.826825,22.585184,27.350524,23.09659,19.863756,23.598772,24.989042,22.730023,24.939146,25.790718,15.11349,27.429925,15.041773,15.227257,16.027818,15.008307,15.123768,15.190103,14.95102,1,1,2
9.509185,9.100702,8.876914,8.976431,8.387581,5.654014,9.191442,7.938849,9.748853,9.17249,12.244823,8.834819,8.835425,10.932225,12.299415,11.657804,13.035421,12.825572,22.554566,27.564114,23.082214,19.823808,23.601198,24.988975,22.70538,24.925861,25.720122,15.118012,28.38378,15.044243,13.681394,15.1196,15.011021,15.128826,15.188585,14.970201,1,1,2
9.534551,9.022496,8.8651,9.016645,8.42431,5.785785,9.204219,8.251068,9.856161,9.165415,12.549257,8.835273,8.83229,10.992447,12.305926,11.741592,13.197903,12.818083,22.523563,27.477005,23.065348,19.781281,23.601788,24.99043,22.681562,24.911808,25.64955,15.122533,28.241137,15.046744,13.691972,15.121279,15.013669,15.134011,15.187441,15.297189,1,1,2
9.573437,8.949037,8.859907,9.074502,8.478998,5.853961,9.225819,8.336118,9.958397,9.156804,13.123795,8.838585,8.8326,11.055473,12.312469,11.817945,13.381163,12.804157,22.49245,27.1104,23.046321,19.737144,23.600725,24.993659,22.658793,24.89712,25.578807,15.127029,27.078689,15.049262,13.702835,15.123072,15.016259,15.139261,15.189299,15.577337,1,1,2
9.647676,8.878918,8.86443,9.14173,8.541503,5.853793,9.253492,8.365809,10.064636,9.146428,13.477429,8.843645,8.834569,11.119959,12.319173,11.87565,13.582402,12.783982,22.461398,26.727163,23.025465,19.692161,23.597993,24.999034,22.636996,24.88189,25.507816,15.131486,25.860279,15.051789,13.713837,15.124949,15.018797,15.144533,15.8835,15.812186,1,1,2
9.742059,8.815347,8.880054,9.211066,8.609692,5.824193,9.277425,8.419269,10.188271,9.133825,12.699162,8.84922,8.836702,11.184867,12.326034,11.901839,13.773302,12.758453,22.430512,26.396339,23.003111,19.646945,23.59346,25.007036,22.615912,24.866181,25.436734,15.135899,24.837301,15.054325,13.724856,15.126885,15.021292,15.846441,15.186294,16.002532,1,1,2
9.869732,8.76198,8.908271,9.27688,8.692234,5.791469,9.424787,8.491885,10.357681,9.11858,12.323134,8.854747,8.838127,11.248774,12.333014,11.896619,13.872216,12.72813,22.3999,26.114028,22.9796,19.602046,23.58704,25.018168,22.595279,24.850034,25.365969,15.140255,23.992424,15.056858,13.735794,15.301456,15.023751,15.190613,15.186661,16.148495,1,1,2
10.060586,8.71466,8.94706,9.331681,8.789462,5.788348,9.543665,8.575818,10.683345,9.100336,12.073869,8.862288,8.841645,11.309809,12.340101,11.872275,13.820267,12.694027,22.369611,25.869158,22.955226,19.55787,23.578609,25.032762,22.574819,24.833471,25.296076,15.144546,23.281115,16.410259,14.487036,16.689187,15.026183,15.160155,15.187386,16.249602,1,1,2
10.420293,8.670352,8.990374,9.364219,8.901425,5.784268,9.588586,8.665678,10.969953,9.078556,11.882445,8.869108,8.844316,11.366074,12.347322,11.841645,13.687156,12.657209,22.33969,25.653348,22.930242,19.514774,23.568136,25.050729,22.554356,24.81649,25.227637,17.427161,22.667796,15.061893,16.111866,16.924521,15.033592,15.165201,15.188453,16.305995,1,1,2
10.981065,8.630322,9.02214,9.361016,9.031199,5.977413,9.52524,8.758851,10.282683,9.052977,11.723713,8.876584,8.848486,11.414551,12.354673,11.811456,13.547403,12.618728,22.310151,25.460936,22.904851,19.473025,23.555647,25.071396,22.533779,24.799063,25.161084,17.544735,22.126156,15.064378,13.767449,15.134695,15.030997,15.170127,15.189838,16.31933,1,1,2
10.266553,8.593078,9.016229,9.419799,9.17946,6.389276,9.416204,8.853988,10.044594,9.02319,11.586181,8.885036,8.854718,11.452794,12.361935,11.784397,13.424252,12.579519,22.280948,25.287963,22.879199,19.432772,23.541194,25.093544,22.512973,24.78113,25.096551,15.156959,21.636065,15.066837,13.777469,15.136568,15.033391,15.174927,15.191517,16.292966,1,1,2
10.022128,8.555205,8.96225,9.492443,9.335125,6.940848,9.493154,8.950516,9.856993,8.988852,11.46404,8.895541,8.864504,11.47869,12.370558,11.761167,13.31979,12.540383,22.252038,25.131625,22.85339,19.394123,23.524939,25.115566,22.491891,24.762601,25.033861,15.16095,21.182523,15.069271,13.78718,15.13839,16.483759,15.179594,15.193463,16.232146,1,1,2
10.072396,8.513737,8.877366,9.560924,9.440626,7.141473,9.571801,9.048895,9.690842,8.949683,11.353978,8.90799,8.877884,11.490641,12.380471,11.741653,13.231651,12.501989,22.223385,24.989777,22.827502,19.357142,23.507111,25.135654,22.470523,24.74334,24.972607,15.164877,20.754908,15.071679,13.796569,15.140158,16.167011,15.184127,15.195652,16.143246,1,1,2
10.138094,8.467463,8.888495,9.625742,9.42973,6.991288,9.653647,9.14921,9.534577,8.905235,11.254068,8.922633,8.895008,11.487741,12.390012,11.72578,13.157377,12.464839,22.195018,24.860684,22.801602,19.321968,23.48803,25.151955,22.448998,24.723163,24.912301,15.168727,20.34679,15.074046,13.805625,15.141853,15.040575,15.188503,15.198062,16.03302,1,1,2
10.201063,8.416488,8.958802,9.687383,9.355585,6.800441,9.734389,9.252013,9.383059,8.854947,11.163225,8.939376,8.915786,11.469878,12.399577,11.713434,13.095151,12.429242,22.166993,24.742747,22.77577,19.288717,23.468035,25.162744,22.427458,24.701823,24.852465,15.172484,19.954765,15.076353,13.814339,15.143452,15.04297,15.192703,15.200675,15.907562,1,1,2
10.260945,8.360973,9.028876,9.746352,9.282141,6.579396,9.814053,9.357611,9.234571,8.798195,11.080787,8.957951,8.939875,11.437453,12.409592,11.704296,13.043831,12.395382,22.139336,24.634419,22.750088,19.257393,23.447436,25.166636,22.405968,24.678999,24.792681,15.176143,19.577422,15.078597,13.822713,15.144952,15.045365,15.196726,15.203473,15.771779,1,1,2
10.317545,8.30108,9.098056,9.803224,9.224867,6.385446,9.892255,9.466469,9.093797,8.734203,11.006288,8.978234,8.966921,11.391276,12.420422,11.697999,13.002887,12.363404,22.112073,24.5343,22.724632,21.158562,23.426525,25.162847,22.384585,24.654322,24.732614,15.179706,19.214666,15.08078,20.424857,15.146352,15.047762,15.200575,15.206441,15.629484,1,1,2
10.370803,8.242632,9.165984,9.858547,9.180464,6.235037,9.968731,9.577758,8.981906,8.661947,10.939343,9.000231,8.996786,11.33245,12.432148,11.694262,12.972297,12.333489,22.085254,24.441208,22.699457,19.200504,23.405541,25.151378,22.363424,24.627534,24.672004,15.183153,18.867155,15.082888,13.838447,15.147637,15.050161,15.204235,15.209565,15.483622,1,1,2
10.420704,8.181346,9.236551,9.912705,9.252446,6.120284,10.04323,9.687627,8.915795,8.580288,10.879657,9.024285,9.029535,11.262107,12.444389,11.692875,12.95238,12.305863,22.058939,24.354159,22.674626,19.174989,23.384706,25.132946,22.342588,24.599094,24.610645,15.186468,18.535558,15.503731,13.845815,15.148793,15.052562,15.207694,15.212834,15.336344,1,1,2
10.467151,8.2383,9.309145,9.965877,9.322996,6.039737,10.115333,9.786204,8.884501,8.488367,10.827021,9.051243,9.065154,11.181111,12.456333,11.69365,12.943652,12.280705,22.033169,24.272346,22.650236,19.151374,23.364264,25.108735,22.322139,24.572166,24.548357,15.189649,18.220091,15.086848,13.852859,15.149826,15.054966,15.210962,15.216232,17.798191,1,1,2
10.510138,8.667998,9.379461,10.017993,9.390962,6.174045,10.184846,9.856177,8.867945,8.386585,10.78129,9.081744,9.103764,11.089798,12.466944,11.696389,12.946844,12.258056,22.007986,24.195128,22.626359,19.129608,23.344408,25.08014,22.30214,24.555523,24.484962,15.192694,17.920863,15.088708,13.859586,15.150738,15.057377,15.214042,15.219749,15.072258,1,1,2
10.549831,8.848031,9.447411,10.068795,9.456341,6.311687,10.251746,9.883184,8.853828,8.279736,10.7424,9.116461,9.145676,10.987854,12.47571,11.700901,12.963057,12.23782,21.983425,24.121988,22.603039,19.109662,23.32527,25.048519,22.282656,24.557014,24.420246,15.195591,17.637927,15.090484,13.866002,15.151526,15.059793,15.21693,15.22337,15.080163,1,1,2
10.586404,8.478131,9.512972,10.117958,9.519198,6.583054,10.316079,9.874126,8.839181,8.184498,10.710519,9.251678,9.189893,10.874236,12.483203,11.707017,12.993943,12.219857,21.959526,24.052506,22.580328,19.091495,23.30697,25.015049,22.26375,24.570383,24.353972,15.198332,17.370933,15.092172,13.872117,15.152188,15.977127,15.219624,15.227083,15.087962,1,1,2
10.61983,8.306533,9.576187,10.165168,9.579654,6.520922,10.377989,9.844782,8.823093,8.136255,10.686275,9.399403,9.230132,10.747108,12.490294,11.714564,13.041798,12.204077,21.936342,23.986369,22.558303,19.075046,23.289638,24.980678,22.245486,24.585541,24.285955,15.200924,17.119063,15.093779,13.877937,16.78986,15.064646,15.222132,15.230877,15.095643,1,1,2
10.649913,8.209748,9.637106,10.210242,9.637805,6.568756,10.437572,9.808219,8.806881,8.165785,10.671129,9.53788,9.255679,10.603531,12.497599,11.723235,13.109051,12.190481,21.913921,23.923325,22.537011,19.060262,23.273351,24.946127,22.227914,24.598027,24.216164,15.20337,16.881507,15.095306,17.351728,15.153149,15.067079,15.224458,15.234741,15.1032,1,1,2
10.676195,8.147439,9.695777,10.253104,9.693723,6.743098,10.494894,9.771965,8.791376,8.258935,10.668245,9.666961,9.275076,10.438117,12.505733,11.732167,13.194616,12.179188,21.892305,23.863153,22.516487,19.04709,23.258157,24.911902,22.211079,24.606625,24.145175,15.205673,16.657517,15.233926,13.888722,17.213897,15.069511,15.226602,15.238663,15.110623,1,1,2
10.698121,8.112596,9.752234,10.293737,9.747459,6.927682,10.549992,9.738376,8.778089,8.378905,10.685041,9.788238,9.296717,10.240586,12.515848,11.741102,13.277181,12.170416,21.871521,23.805657,22.496743,19.035477,23.244069,24.87836,22.195014,24.611014,24.075446,15.20783,16.446375,19.581291,15.466933,15.153616,15.071939,16.711848,15.242633,15.117907,1,1,2
10.717047,8.091607,9.806491,10.332163,9.799048,7.114162,10.602874,9.708263,8.768702,8.505834,10.732953,9.90365,9.32223,9.976448,12.529853,11.750148,13.291645,12.163879,21.851591,23.750659,22.477785,19.025372,23.231088,24.845739,22.179746,24.611006,24.013147,15.209841,16.247356,16.8646,13.898418,15.153655,15.074359,15.775695,15.24664,15.125047,1,1,2
10.742549,8.080111,9.858565,10.368411,9.848502,7.289496,10.653582,9.680874,8.765349,8.635571,10.695806,10.013132,9.353015,9.380217,12.5501,11.758306,13.217889,12.158216,21.832565,23.698044,22.459659,19.016727,23.219266,24.814171,22.165324,24.606406,23.965315,15.211708,16.059614,15.100568,13.902875,15.153561,15.076767,15.231919,15.250671,15.132035,1,1,2
10.790757,8.077843,9.908473,10.402483,9.895844,7.433312,10.702152,9.656443,8.767498,8.766771,10.574077,10.116479,9.386709,9.837231,12.579045,11.764631,13.122534,12.151713,21.814467,23.647696,22.442384,19.00949,23.208618,24.783729,22.151774,24.597039,23.930453,15.213432,15.882384,15.101661,13.907079,15.153331,15.079161,15.233319,15.254716,15.138868,1,1,2
10.855979,8.149696,9.95625,10.434331,9.94112,7.524428,10.748635,9.633852,8.77658,8.897197,10.479834,10.214134,9.423292,10.13042,12.619227,11.769044,13.040407,12.142837,21.797299,23.599491,22.42595,19.003605,23.19912,24.754451,22.139107,24.582812,23.901034,15.215007,15.71501,15.102658,13.911039,15.152963,15.081535,15.234529,15.258763,15.145542,1,1,2
10.922038,8.218301,10.001919,10.4639,9.984366,7.563245,10.793066,9.613058,8.774115,9.025498,10.400057,10.306229,9.462462,10.326622,12.673511,11.771156,12.975958,12.130329,21.781065,23.553313,22.410356,18.999023,23.190763,24.72635,22.127338,24.563777,23.872262,15.21643,15.556878,15.103556,13.914761,15.152452,15.083887,15.235544,15.262803,15.152054,1,1,2
10.983181,8.271818,10.045467,10.491172,10.025603,7.573087,10.835432,9.59341,8.730254,9.150991,10.325875,10.392749,9.503216,10.484691,12.745475,11.770448,12.92692,12.113204,21.765785,23.509074,22.395624,18.995702,23.18357,24.699423,22.116501,24.540164,23.842633,15.217699,15.407351,15.104353,13.918251,15.151794,15.08621,15.236366,15.266827,15.158401,1,1,2
11.038783,8.299485,10.086948,10.516104,10.064861,7.572907,10.875784,9.574777,8.702005,9.273391,10.252207,10.473877,9.549831,10.617676,12.839764,11.766601,12.890675,12.090793,21.751453,23.466694,22.381734,18.993593,23.177516,24.673664,22.106601,24.51239,23.811988,15.218808,15.265839,15.105043,13.921514,15.150987,15.088497,15.23699,15.270828,15.164581,1,1,2
11.089381,8.296499,10.126418,10.538644,10.102173,7.565752,10.914172,9.556705,8.704678,9.392732,10.175417,10.550001,9.599594,10.73085,12.96246,11.759567,12.865317,12.062795,21.738055,23.426103,22.368666,18.992652,23.172576,24.649062,22.097644,24.481022,23.780566,15.219751,15.131789,15.105624,13.924557,15.15003,15.090741,15.237412,15.274797,15.170594,1,1,2
11.135751,8.267514,10.163901,10.558713,10.137586,7.555051,10.95061,9.538834,8.694208,9.509492,10.092372,10.620111,9.652396,10.828815,13.121082,11.748613,12.849721,12.029183,21.725619,23.387239,22.356457,18.992857,23.168798,24.625592,22.089674,24.446689,23.748691,15.220526,15.096351,15.106091,13.927382,15.148913,15.092934,15.237631,15.278728,15.176437,1,1,2
11.178435,8.225001,10.199435,10.576262,10.171141,7.54156,10.985117,9.521067,8.801087,9.624142,10.000179,10.683347,9.709413,10.915026,13.319495,11.732945,12.843437,11.990032,21.714158,23.350012,22.345136,18.994181,23.166219,24.603225,22.082725,24.410013,23.716613,15.221131,15.103043,15.106441,13.929989,15.147629,15.095073,15.237648,15.282622,15.182113,1,1,2
11.217787,8.180904,10.233057,10.591324,10.202859,7.524082,11.017713,9.503163,8.952393,9.73698,9.895973,10.73937,9.771624,10.99227,13.520009,11.712125,12.846519,11.945383,21.703671,23.314321,22.334705,18.996593,23.164848,24.581929,22.076808,24.371572,23.68451,15.221561,15.109452,15.10667,13.932385,15.146173,15.097155,15.23746,15.286479,15.187627,1,1,2
11.254131,8.138484,10.264844,10.603852,10.232775,7.502998,11.048452,9.48499,9.047229,9.84819,9.776576,10.787872,9.840568,11.063102,13.553085,11.685876,12.859485,11.895241,21.694179,23.280076,22.325192,19.000074,23.164731,24.561672,22.071957,24.331867,23.652532,15.221813,15.115591,15.106772,13.934569,15.144534,15.099177,15.237064,15.290301,15.192982,1,1,2
11.287716,8.099853,10.294841,10.613802,10.260909,7.477832,11.077363,9.466503,9.046565,9.957707,9.637786,10.828595,9.921152,11.129988,13.366954,11.654238,12.883663,11.839734,21.685689,23.247198,22.316613,19.004608,23.165904,24.542423,22.068194,24.291322,23.62079,15.221884,15.121474,15.106744,13.936544,15.1427,15.101135,15.236459,15.294091,15.198185,1,1,2
11.318714,8.066475,10.323061,10.621178,10.287262,7.448021,11.104442,9.447492,8.975404,10.065825,9.47388,10.861298,10.016235,11.195141,13.147491,11.616798,12.921789,11.779275,21.6782,23.215607,22.308964,19.010176,23.168383,24.524152,22.06553,24.250285,23.589354,16.548454,15.127117,15.106582,13.938314,15.140667,15.103025,15.235641,15.297852,15.203243,1,1,2
